"id"	"Daily.events"	"Prioritising.workload"	"Writing.notes"	"Workaholism"	"Thinking.ahead"	"Final.judgement"	"Reliability"	"Keeping.promises"	"Loss.of.interest"	"Friends.versus.money"	"Funniness"	"Fake"	"Criminal.damage"	"Decision.making"	"Elections"	"Self.criticism"	"Judgment.calls"	"Hypochondria"	"Empathy"	"Eating.to.survive"	"Giving"	"Compassion.to.animals"	"Borrowed.stuff"	"Loneliness"	"Cheating.in.school"	"Health"	"Changing.the.past"	"God"	"Dreams"	"Charity"	"Number.of.friends"	"Waiting"	"New.environment"	"Mood.swings"	"Appearence.and.gestures"	"Socializing"	"Achievements"	"Responding.to.a.serious.letter"	"Children"	"Assertiveness"	"Getting.angry"	"Knowing.the.right.people"	"Public.speaking"	"Unpopularity"	"Life.struggles"	"Happiness.in.life"	"Energy.levels"	"Small...big.dogs"	"Personality"	"Finding.lost.valuables"	"Getting.up"	"Interests.or.hobbies"	"Parents..advice"	"Questionnaires.or.polls"
"717"	3	4	5	4	4	1	4	4	1	4	4	2	1	5	5	4	3	1	4	1	3	5	4	3	2	3	4	1	2	1	2	3	3	3	2	3	3	3	4	4	3	4	2	5	3	4	4	4	4	4	2	3	4	2
"718"	3	5	3	3	1	1	5	3	1	4	2	1	1	3	1	1	3	1	4	1	4	5	3	3	3	3	2	2	4	2	3	4	4	3	3	3	2	3	3	2	3	3	4	3	4	4	4	3	3	2	3	3	3	3
"719"	3	2	3	3	2	2	3	4	5	4	4	3	3	4	2	4	3	3	4	1	4	5	3	4	4	3	4	5	2	2	3	3	3	3	4	2	2	4	4	3	3	4	4	5	3	3	3	4	3	4	1	4	3	4
"720"	3	2	3	3	3	3	2	4	3	3	3	3	1	3	3	2	3	1	3	3	2	5	3	1	2	2	2	4	4	2	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4
"721"	2	4	1	4	4	4	5	5	4	4	5	3	2	4	5	4	5	1	2	1	2	1	4	3	5	4	5	5	4	3	4	2	4	5	5	4	4	4	5	5	3	4	5	2	4	4	4	3	4	4	1	5	4	4
"722"	3	3	1	2	3	3	1	1	3	1	4	2	1	3	5	4	5	1	5	1	5	4	5	3	3	3	3	5	4	3	4	2	3	3	4	5	1	4	5	5	3	5	3	5	5	4	5	3	3	5	2	5	5	2
"723"	3	1	3	3	2	1	4	3	5	5	4	2	1	5	5	5	5	5	4	1	5	4	4	3	5	4	5	3	3	4	3	2	5	3	4	4	2	2	4	4	5	4	3	5	5	4	3	3	3	5	5	4	4	3
"724"	4	3	2	5	5	1	5	4	2	5	3	1	3	4	5	4	4	2	5	1	5	3	4	3	2	5	5	3	3	3	3	4	3	3	5	4	3	2	4	4	4	4	5	5	3	4	4	1	3	4	5	4	4	3
"725"	1	3	2	2	4	3	3	4	2	4	2	2	2	4	4	4	4	2	4	3	3	4	4	3	3	3	3	4	3	2	3	3	3	4	3	4	2	4	4	3	4	3	4	3	4	3	2	4	3	3	3	4	3	2
"726"	4	1	5	4	4	1	5	1	5	3	5	3	4	3	4	3	4	1	2	1	1	2	3	2	5	3	3	4	3	2	3	2	3	4	5	4	3	3	3	5	4	5	2	2	1	4	4	4	3	4	2	5	3	1
"727"	3	4	5	5	5	3	5	3	5	2	4	2	5	2	3	4	5	1	5	1	5	5	5	5	5	4	5	2	3	1	4	2	4	2	4	2	4	5	5	5	2	5	5	5	2	3	4	3	3	1	5	3	3	5
"728"	1	5	1	1	5	1	5	5	1	1	3	1	3	5	1	3	5	1	5	1	5	1	5	1	3	3	1	1	3	1	4	2	4	3	5	3	1	1	3	3	4	3	4	3	3	5	4	3	4	1	4	3	3	2
"729"	2	1	1	3	3	1	5	3	3	5	4	1	5	4	3	5	3	4	3	5	1	5	3	3	5	3	5	1	4	1	5	3	5	5	3	5	3	5	3	3	1	3	1	5	5	2	5	5	4	3	5	5	3	3
"730"	3	3	1	3	4	1	5	5	5	5	5	2	1	2	4	5	4	1	5	1	4	5	5	3	5	3	4	1	4	2	4	4	4	3	3	3	2	3	4	4	1	2	1	5	2	3	5	3	3	3	3	3	4	3
"731"	2	3	1	3	1	3	4	3	1	5	3	1	2	3	3	3	5	2	4	2	2	5	3	3	2	5	3	2	3	2	3	4	4	3	3	3	2	2	5	5	4	3	3	2	4	4	4	3	4	5	3	4	2	3
"732"	4	2	4	5	4	4	5	5	4	3	4	2	2	4	3	4	4	1	5	2	2	3	4	4	2	3	3	5	4	2	3	4	5	4	5	4	4	4	5	3	4	4	2	5	1	4	4	1	3	5	4	2	4	3
"733"	5	4	4	4	3	3	4	4	2	5	2	1	1	3	3	4	4	2	4	2	3	2	4	2	2	4	1	3	4	2	4	3	4	3	4	4	3	2	3	3	3	4	2	4	3	5	5	4	3	3	2	5	3	3
"734"	4	3	5	4	4	5	4	5	4	4	5	3	2	2	4	2	4	3	5	3	3	5	5	3	3	3	2	5	4	3	4	2	4	4	5	3	2	3	5	5	3	3	2	4	3	3	4	5	3	3	4	5	3	3
"735"	2	4	5	3	5	3	4	5	1	5	1	1	1	5	5	4	2	1	2	1	2	2	4	1	2	2	3	5	3	3	4	4	4	3	2	3	2	5	4	3	3	2	2	5	5	4	4	2	3	3	5	5	5	3
"736"	3	4	4	3	5	5	5	5	1	3	1	1	1	5	5	2	5	2	5	2	4	5	5	2	2	5	4	5	4	3	2	3	2	2	3	2	2	5	5	5	5	5	4	4	2	4	4	2	4	4	5	2	5	1
"737"	3	2	3	2	4	5	4	5	2	3	3	4	2	5	5	4	5	4	5	2	2	5	4	3	4	4	3	4	3	2	4	4	4	4	5	2	4	5	2	4	3	4	4	2	3	4	3	2	4	3	4	3	3	4
"738"	2	3	1	1	4	2	4	4	4	4	5	4	1	3	1	5	3	3	3	3	1	5	4	4	3	3	4	3	3	3	2	2	3	3	3	5	3	1	2	3	3	3	3	2	3	2	3	5	3	1	5	3	3	4
"739"	3	3	3	3	5	3	4	4	3	4	2	3	4	3	3	3	3	3	3	1	2	5	2	2	5	2	2	5	5	3	4	1	2	3	2	5	3	4	5	4	4	4	4	1	3	5	5	5	4	1	5	5	3	1
"740"	5	2	2	2	2	5	5	4	1	3	5	1	1	1	5	1	2	2	2	1	3	4	5	1	5	3	4	5	4	1	4	3	4	4	3	4	4	1	1	5	4	4	1	1	3	5	5	3	4	4	2	5	3	1
"741"	3	2	4	3	4	4	4	4	3	4	3	2	2	4	4	3	4	2	3	1	3	2	4	2	3	3	4	5	3	3	5	2	2	4	3	3	4	4	3	3	1	3	3	3	2	3	4	4	3	4	4	4	4	3
"742"	2	3	5	5	3	3	4	5	1	4	4	2	1	3	5	5	3	1	5	1	4	3	4	4	3	3	3	5	4	3	4	3	5	5	3	5	1	1	5	5	4	3	1	5	4	3	4	3	3	5	5	5	5	1
"743"	5	2	5	2	2	5	2	5	5	5	5	2	3	2	2	2	5	2	5	4	1	4	2	1	5	1	2	5	4	3	5	2	5	4	1	5	4	3	4	4	2	4	2	2	1	4	5	5	4	3	5	4	1	3
"744"	3	1	4	3	4	3	5	5	4	4	4	2	3	3	5	5	4	3	3	1	1	2	4	3	4	5	2	3	3	2	3	2	2	3	4	3	4	4	2	4	2	4	4	5	3	3	3	5	3	3	3	3	4	2
"745"	1	3	5	5	3	3	4	3	1	5	2	4	1	3	5	3	3	1	5	1	3	5	5	4	5	3	4	5	3	2	2	4	5	5	4	3	2	3	5	2	1	2	5	4	4	2	3	3	3	3	2	3	2	3
"746"	2	2	5	5	5	3	4	3	3	4	3	3	3	4	5	4	4	3	5	2	3	5	3	2	3	3	4	5	3	2	2	3	5	5	3	5	3	4	2	3	4	5	2	3	2	3	4	3	3	3	3	5	3	3
"747"	2	3	3	1	4	1	5	3	4	5	3	1	5	3	1	3	5	3	4	1	3	4	4	3	5	5	3	1	3	2	3	1	2	4	3	2	3	1	3	4	4	4	4	2	5	4	4	1	3	2	5	3	4	2
"748"	2	2	5	4	4	5	5	5	4	4	5	4	2	5	5	4	4	1	2	1	1	1	4	2	5	3	5	5	4	3	4	2	5	5	5	4	4	4	4	5	4	5	5	3	3	4	4	3	4	4	1	4	4	4
"749"	3	1	3	2	3	5	3	5	3	5	5	2	2	3	1	3	3	1	3	3	3	5	5	3	3	3	3	5	2	2	3	3	5	5	3	3	3	3	5	5	1	3	2	3	3	3	5	3	3	5	5	5	3	5
"750"	3	3	1	3	3	4	3	3	3	3	1	1	2	3	1	5	5	1	5	3	3	3	3	3	3	1	5	4	3	1	3	4	3	3	4	3	3	4	3	3	3	4	3	5	3	3	3	3	3	1	1	3	3	3
"751"	5	3	4	4	3	2	4	4	2	5	2	2	2	3	5	3	4	2	5	3	4	3	4	2	3	3	2	5	3	5	3	3	4	2	4	3	2	1	5	3	3	5	1	3	2	4	4	5	3	1	3	3	3	3
"752"	4	2	5	2	3	5	5	4	5	3	3	4	1	5	5	5	4	1	5	2	2	2	5	3	4	3	4	5	2	1	2	5	5	5	4	4	3	4	5	4	1	3	4	4	4	2	3	1	2	1	4	5	4	2
"753"	3	5	4	3	4	4	5	5	2	4	2	1	2	4	1	4	4	4	4	2	3	3	4	2	2	4	4	5	3	2	4	2	1	5	4	2	3	4	4	4	4	3	5	4	4	4	4	1	3	2	2	3	4	2
"754"	2	2	4	2	2	1	2	4	1	5	3	2	2	2	5	5	4	2	4	1	3	2	5	2	5	4	4	5	3	1	3	4	3	3	3	2	3	3	5	3	2	3	3	4	4	3	3	4	3	3	5	3	3	1
"755"	3	2	2	2	4	2	4	4	1	4	4	1	1	4	1	3	4	1	3	1	2	1	2	1	5	1	1	4	3	1	5	5	5	2	2	4	2	1	2	3	2	3	1	3	1	5	5	5	4	2	4	5	1	1
"756"	3	3	5	3	3	1	5	5	5	4	4	4	3	3	4	3	4	1	3	3	3	5	4	3	4	4	1	3	3	2	3	3	3	3	4	3	3	2	2	4	3	3	3	3	5	3	4	5	3	3	1	3	3	3
"757"	3	3	3	4	3	3	4	4	3	3	4	3	3	3	4	4	4	2	3	2	3	5	4	2	5	5	3	5	3	3	4	2	4	3	5	5	4	4	3	4	3	4	3	3	4	4	4	2	3	1	3	3	4	3
"758"	2	3	4	5	1	1	2	4	2	5	2	2	2	5	1	5	5	2	4	4	3	4	5	3	5	3	1	5	3	1	5	2	5	2	5	2	4	3	5	5	1	4	5	3	2	5	5	3	3	3	5	4	3	1
"759"	1	5	5	3	3	1	2	3	3	3	5	1	5	5	3	3	3	3	3	3	3	5	5	3	4	4	3	1	3	1	2	2	1	3	3	3	2	1	4	3	5	3	5	1	3	3	4	3	4	1	2	3	3	3
"760"	3	3	3	4	3	3	4	4	2	4	3	1	3	3	2	3	3	2	5	3	5	5	4	4	3	4	3	4	4	3	5	3	3	3	3	3	4	4	5	3	3	4	3	5	4	4	4	3	4	4	3	5	4	4
"761"	5	4	2	4	5	1	4	4	1	5	3	2	2	5	5	5	4	1	4	2	2	4	4	2	3	3	5	1	2	2	5	4	4	2	3	4	2	4	4	5	3	4	5	3	3	5	4	3	3	2	2	5	3	3
"762"	3	2	1	1	1	1	3	3	5	5	5	2	4	1	4	1	5	1	3	2	1	3	4	1	5	3	1	2	3	1	5	2	4	1	1	4	4	1	1	5	4	2	1	1	1	5	5	5	4	1	5	4	2	1
"763"	5	5	2	5	4	2	5	5	1	4	5	1	1	3	5	1	5	1	5	1	3	5	5	1	3	5	1	4	3	2	5	3	5	1	5	5	3	2	4	5	2	4	1	2	2	5	5	4	3	2	4	5	4	2
"764"	5	3	3	4	3	3	4	5	1	5	3	1	3	5	5	5	3	3	5	1	5	5	4	3	3	4	5	3	3	3	3	2	3	3	3	3	2	3	5	3	3	3	3	3	3	4	4	2	3	3	2	3	4	4
"765"	1	4	3	4	4	2	4	5	1	5	3	2	2	5	4	5	4	1	4	3	2	4	4	2	2	4	4	1	3	2	3	2	2	4	4	2	2	3	4	2	2	3	5	4	5	3	4	2	3	4	5	3	4	3
"766"	1	3	2	2	3	1	3	5	1	3	5	3	1	2	1	4	5	2	5	5	2	5	4	4	4	2	4	2	3	1	2	2	4	4	3	2	4	1	2	4	1	4	5	5	1	4	4	4	3	2	3	4	3	2
"767"	4	3	5	4	4	3	5	4	4	5	4	2	4	4	2	4	4	3	4	5	5	5	3	2	5	5	5	5	5	5	2	3	4	2	4	3	4	5	2	3	4	4	3	4	4	4	5	2	4	3	1	2	5	2
"768"	4	3	2	1	3	5	5	1	4	2	3	4	4	4	3	3	3	3	3	3	2	2	2	1	5	2	4	4	3	2	2	1	1	1	1	5	5	3	4	3	3	3	3	3	3	4	4	1	2	5	3	2	3	1
"769"	3	3	4	2	4	1	5	5	3	3	3	1	2	2	4	3	3	1	3	1	3	4	5	3	3	3	3	1	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	2
"770"	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2
"771"	2	3	4	5	4	3	2	1	2	3	4	5	4	3	2	1	2	3	4	5	4	3	2	1	2	3	4	5	4	3	2	3	4	5	4	3	2	1	2	3	4	5	4	3	2	1	2	3	4	5	4	3	2	1
"772"	3	1	1	2	2	3	4	3	3	2	2	2	4	3	3	4	3	4	2	3	3	2	4	3	2	3	3	4	4	2	3	4	2	3	4	2	3	4	3	2	5	3	2	3	4	2	3	3	4	2	5	2	3	2
"773"	3	2	3	2	2	2	3	3	2	4	3	2	2	3	2	2	2	2	2	2	3	2	3	2	4	3	4	5	3	3	4	3	3	2	3	4	2	3	4	4	3	4	4	4	2	4	4	4	3	3	3	3	3	3
"774"	3	2	4	2	3	5	4	4	2	4	2	2	5	3	3	4	5	3	5	2	5	5	5	4	5	4	4	4	3	5	5	2	5	3	3	4	3	2	5	3	4	3	2	4	1	4	5	5	4	5	5	4	3	2
"775"	4	3	4	4	3	4	4	3	2	5	2	1	1	4	3	3	4	2	3	3	3	3	3	2	3	3	2	3	4	2	4	2	5	2	3	4	2	4	2	4	3	3	2	4	3	4	4	3	4	3	2	3	4	2
"776"	3	3	2	2	5	2	2	5	1	3	4	1	1	5	1	5	5	2	3	1	1	5	5	5	5	2	2	3	4	3	2	2	5	4	3	5	3	2	5	3	3	3	1	5	3	3	4	1	3	5	3	4	5	5
"777"	5	5	1	3	5	5	5	5	5	5	5	1	3	1	5	5	5	1	3	5	5	5	5	5	5	5	3	5	5	5	5	1	5	5	3	3	3	3	3	3	5	5	4	4	4	4	5	5	5	5	5	5	5	1
"778"	3	2	2	2	3	3	5	4	3	5	3	3	2	3	1	1	1	1	1	2	5	5	5	5	5	3	5	2	3	1	1	4	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	4	3	3
"779"	3	2	2	2	3	1	4	4	5	5	3	3	3	4	1	4	4	3	5	2	4	3	3	2	5	4	5	3	4	1	3	3	3	4	5	4	3	3	3	3	3	4	5	4	3	5	4	3	3	2	3	5	3	4
"780"	5	4	5	5	5	3	4	5	1	5	5	1	1	3	1	1	5	2	5	1	5	5	5	1	5	4	3	5	3	1	5	1	3	1	5	3	3	5	3	3	1	5	2	1	5	4	5	1	5	4	4	5	3	5
"781"	4	3	4	3	5	4	5	5	4	2	4	2	1	2	4	3	4	2	4	2	3	5	5	3	2	4	3	4	4	4	3	3	3	2	3	3	3	2	4	5	3	4	5	3	1	4	3	4	4	3	5	4	3	4
"782"	4	1	3	4	1	1	4	3	1	5	1	1	1	2	5	4	5	1	5	2	2	5	4	3	2	1	2	1	3	2	3	4	2	2	4	2	2	5	5	3	2	1	4	3	5	4	3	1	3	4	4	5	3	2
"783"	3	1	3	3	3	1	4	5	1	5	3	1	2	3	1	5	5	4	5	4	4	5	4	3	5	3	3	2	5	4	4	5	5	2	4	4	2	3	4	4	1	4	2	4	3	4	5	1	4	1	1	4	4	3
"784"	3	3	2	1	2	3	3	3	1	5	3	3	2	3	2	2	4	1	4	1	3	5	4	3	5	4	3	5	3	3	5	3	3	3	3	4	3	1	4	3	5	5	5	3	4	3	4	5	4	1	5	1	3	3
"785"	5	3	5	2	4	4	4	4	5	3	3	3	1	3	5	3	5	2	5	3	2	4	3	3	2	2	1	5	3	3	3	4	4	2	3	3	1	2	5	3	2	4	4	3	4	5	3	3	4	5	3	2	4	3
"786"	5	3	3	3	3	3	3	5	3	3	2	3	4	2	5	3	4	1	5	1	3	4	3	3	5	3	3	3	3	3	3	3	3	3	5	3	3	3	3	3	3	4	2	4	2	2	3	5	2	3	4	5	2	1
"787"	4	2	2	3	5	5	5	4	2	3	2	1	1	3	5	2	2	1	3	1	3	2	5	2	2	4	3	5	4	3	4	3	1	5	4	3	2	3	3	3	3	4	3	3	1	3	3	4	4	4	5	3	4	2
"788"	4	1	1	1	1	1	3	3	3	4	5	3	5	2	5	3	4	3	5	2	3	3	3	2	5	3	3	2	4	2	5	3	3	4	5	3	4	2	4	4	3	5	1	3	2	4	3	3	3	1	5	5	4	2
"789"	5	3	1	2	2	1	3	5	3	4	3	2	1	2	5	5	5	1	5	2	5	5	5	3	5	5	3	4	3	3	3	2	5	3	3	4	3	4	5	5	3	5	1	4	5	3	5	1	3	3	5	4	3	3
"790"	5	4	5	5	3	3	3	4	3	4	5	4	3	5	5	5	5	1	5	3	3	4	4	1	5	3	5	4	1	3	5	1	4	5	5	5	3	4	3	4	5	5	3	3	1	5	5	5	3	3	5	5	4	1
"791"	1	2	2	2	3	2	3	4	2	1	2	4	5	4	1	2	1	2	2	3	2	2	2	5	4	4	1	3	3	1	2	3	2	4	3	2	3	4	5	2	5	2	3	3	2	3	1	3	2	2	5	4	2	2
"792"	3	1	3	3	3	3	3	3	4	3	3	2	2	3	5	4	5	2	2	1	3	5	3	3	4	3	1	5	3	1	2	4	5	3	5	4	3	4	3	4	4	3	4	4	3	3	4	3	3	5	4	3	3	5
"793"	3	3	3	2	4	4	3	4	1	5	3	2	2	3	2	3	2	2	3	3	4	5	4	2	4	4	4	5	3	2	4	2	3	3	4	3	3	4	3	3	3	3	3	4	2	4	4	3	4	3	4	4	4	3
"794"	3	3	4	2	4	3	2	5	1	4	4	3	4	1	3	3	5	3	3	4	2	4	3	3	4	4	4	3	3	5	4	2	3	3	4	1	5	3	3	4	4	3	4	4	4	3	3	4	1	4	1	3	5	1
"795"	3	4	2	3	3	1	5	5	3	3	5	2	5	3	3	3	5	2	1	1	1	3	3	1	4	3	5	5	5	3	5	3	3	3	2	3	3	3	3	3	3	3	3	3	1	5	4	5	5	3	5	5	3	1
"796"	3	3	3	3	3	5	5	4	4	4	3	4	3	4	3	4	3	4	3	3	2	2	4	3	2	4	4	3	3	3	4	3	4	4	4	4	4	3	3	3	4	5	5	3	3	4	4	4	5	4	5	2	4	4
"797"	4	3	4	5	5	5	4	5	5	5	3	5	4	2	3	4	4	1	2	4	2	3	4	2	3	4	4	2	3	3	4	4	4	3	3	4	5	2	4	3	3	5	3	4	4	3	4	5	5	3	4	5	4	4
"798"	2	1	3	1	3	1	5	5	3	5	3	5	1	3	3	4	4	1	1	5	5	5	5	5	5	3	5	1	3	1	1	3	3	3	5	3	3	3	3	4	3	3	3	3	1	4	4	2	4	4	4	3	3	3
"799"	5	3	2	3	4	5	4	3	5	5	4	3	5	5	1	4	5	4	3	1	2	1	5	3	5	3	3	5	3	3	5	1	5	4	3	3	3	1	4	3	3	4	5	4	1	4	4	5	3	1	2	1	3	1
"800"	3	3	2	4	3	1	4	4	2	4	3	3	2	3	2	4	4	2	4	2	3	5	4	4	3	3	2	2	4	3	2	4	2	2	3	2	3	4	3	3	2	4	4	3	4	3	2	2	3	4	2	2	3	3
"801"	2	5	3	5	4	4	5	4	1	4	3	1	1	3	1	2	4	1	4	2	2	4	5	2	3	4	3	4	3	1	4	2	4	2	4	3	2	4	5	4	4	5	5	4	2	4	1	2	4	1	2	3	3	2
"802"	1	1	1	1	2	1	4	2	5	4	5	3	1	2	1	1	4	1	2	3	1	1	2	3	5	1	3	1	3	1	5	2	4	4	3	5	3	3	1	5	3	4	2	3	1	3	5	5	4	4	4	3	1	1
"803"	4	4	2	3	3	4	5	5	1	4	4	1	3	3	5	2	3	1	5	3	3	5	5	1	4	2	2	5	3	2	5	4	4	3	5	4	3	2	3	4	2	3	5	4	3	4	5	4	4	4	3	4	3	5
"804"	3	1	4	1	4	5	5	5	2	3	3	1	5	3	3	3	2	3	5	1	5	5	5	3	5	5	5	5	3	3	3	2	5	2	4	3	3	1	4	3	3	3	3	3	3	3	4	3	4	2	5	4	4	1
"805"	5	5	5	5	5	3	3	2	2	4	4	2	4	2	5	4	4	3	2	2	1	4	4	2	3	4	4	4	1	1	3	2	5	4	1	5	5	3	2	4	1	5	5	3	2	4	5	5	3	4	5	3	4	3
"806"	4	5	3	4	3	3	5	5	1	5	2	3	1	4	1	4	3	4	4	1	4	5	4	3	2	5	4	3	3	3	5	1	2	3	5	2	3	5	5	4	2	4	5	3	5	3	5	1	3	5	4	5	4	4
"807"	3	3	3	3	3	3	3	3	3	4	2	3	3	3	3	2	3	1	2	2	3	3	4	2	2	4	3	5	5	2	5	1	5	3	3	3	3	1	5	3	4	3	3	3	3	3	3	3	3	3	3	3	3	1
"808"	5	1	1	2	2	1	4	4	3	4	3	1	1	1	5	3	3	1	1	1	2	5	4	3	4	4	3	4	3	2	3	3	3	3	4	3	3	3	2	4	3	5	3	3	3	4	3	3	3	2	3	3	2	3
"809"	3	1	1	2	2	1	4	4	3	3	2	1	4	2	2	2	4	2	5	4	1	3	4	2	5	4	4	1	3	1	2	3	4	2	3	3	3	2	5	2	2	3	3	4	2	4	5	4	4	1	5	5	3	3
"810"	2	3	3	4	4	4	4	4	4	4	4	4	4	3	4	4	4	3	3	4	4	4	4	1	5	3	4	3	4	4	3	3	3	3	3	4	3	4	3	4	3	4	3	4	3	4	4	3	4	3	5	5	2	1
"811"	5	3	3	2	3	1	4	4	2	5	5	2	5	2	2	5	5	3	5	1	3	5	4	2	3	2	4	2	3	2	3	3	4	2	3	2	4	4	4	3	3	3	1	3	3	4	3	2	3	2	4	5	3	5
"812"	5	3	2	3	5	3	4	5	4	5	5	2	2	3	4	5	4	1	5	1	3	5	4	4	2	3	5	2	3	4	4	3	3	4	4	3	2	4	4	2	4	2	4	4	4	3	4	3	3	2	4	3	4	3
"813"	1	3	3	2	4	4	3	5	1	5	1	2	3	3	1	1	2	3	1	5	3	5	4	2	5	4	1	5	3	2	5	1	3	5	3	3	3	3	5	3	5	3	3	1	4	5	3	1	4	4	1	5	2	1
"814"	3	3	3	3	4	4	3	5	1	5	1	2	3	3	1	1	2	1	1	5	3	5	4	1	5	4	1	5	4	3	5	1	3	3	3	3	3	3	4	3	4	3	3	4	2	5	4	1	4	4	1	5	2	1
"815"	3	3	2	3	3	2	5	4	2	3	3	1	2	2	3	3	5	2	1	1	4	4	4	5	5	4	2	5	3	2	3	2	5	4	5	3	2	4	1	4	3	3	4	4	3	5	5	1	3	2	2	2	1	3
"816"	4	1	3	1	5	3	4	5	4	5	4	5	4	2	5	5	5	1	2	4	3	5	5	1	3	4	1	5	4	2	4	3	5	1	4	5	3	5	5	5	3	4	2	4	1	5	5	5	3	1	1	5	3	1
"817"	1	3	5	5	5	5	4	5	3	3	3	1	2	5	4	5	3	2	3	4	5	5	5	1	1	3	3	5	3	2	3	2	5	3	4	3	4	4	3	1	4	3	1	3	3	4	5	3	5	3	5	5	4	3
"818"	2	3	3	1	5	3	1	5	3	5	5	3	2	1	3	4	3	1	2	3	1	3	5	5	2	4	5	1	3	1	5	2	4	5	2	3	1	2	3	3	4	3	5	3	5	1	2	5	2	2	5	3	5	2
"819"	3	1	1	2	5	3	4	5	1	5	3	2	5	3	1	5	4	1	4	1	4	5	5	2	4	3	4	3	3	1	4	1	5	2	4	4	1	2	4	2	3	2	4	4	1	4	4	4	4	2	4	4	3	3
"820"	2	2	3	2	4	1	3	3	1	5	2	1	1	3	1	3	3	1	4	1	3	4	3	1	5	3	3	5	5	1	3	3	5	2	4	3	3	3	2	4	3	4	3	3	2	5	5	2	4	3	2	4	3	3
"821"	2	1	1	1	2	1	4	4	2	3	3	1	1	2	1	2	5	1	5	1	1	2	3	2	5	1	1	3	4	1	3	4	3	1	3	3	1	4	3	2	1	3	4	3	2	5	4	2	5	1	4	3	4	2
"822"	3	3	4	3	3	5	5	5	3	5	5	4	5	5	1	4	5	5	2	4	3	4	1	4	3	5	5	5	1	4	2	3	3	5	4	1	5	3	3	4	5	4	5	5	1	2	2	3	1	4	5	3	3	5
"823"	4	1	3	2	1	3	3	4	4	3	3	2	1	2	3	3	4	1	4	1	3	5	4	3	5	3	1	2	3	2	3	3	4	3	3	3	3	2	3	3	3	4	3	2	1	4	3	3	3	2	5	2	1	3
"824"	5	3	4	4	2	2	4	5	2	3	1	2	5	3	2	3	4	1	4	4	1	2	4	5	5	5	3	1	3	2	1	1	3	3	5	1	4	2	1	5	2	4	1	1	3	3	3	3	5	3	4	2	2	1
"825"	3	5	5	3	4	4	5	5	2	4	3	1	1	2	5	2	5	2	3	1	3	5	5	1	5	3	3	3	3	1	3	2	3	3	3	2	3	1	2	4	3	3	3	3	2	3	3	3	3	1	5	5	3	1
"826"	3	3	4	4	3	4	4	3	3	4	2	3	4	3	4	4	4	1	3	1	1	5	3	3	5	4	4	2	3	2	3	2	3	4	3	1	3	4	4	4	4	3	5	4	4	3	2	3	3	4	5	3	3	2
"827"	1	3	5	2	2	1	5	4	4	5	2	2	5	5	2	4	4	4	4	1	2	4	3	3	5	3	1	2	2	1	2	4	2	4	5	4	2	2	4	2	3	2	3	2	5	3	2	1	3	1	4	4	3	4
"828"	2	2	2	3	3	3	4	3	3	4	4	2	1	3	5	4	5	3	5	1	2	5	4	2	5	4	2	3	3	2	4	2	4	3	3	4	3	4	3	4	4	5	4	4	3	5	4	3	3	2	4	3	4	2
"829"	2	4	3	2	3	4	3	2	4	3	3	2	4	2	4	2	4	3	5	4	3	4	4	2	4	3	2	4	2	4	2	4	2	3	4	2	3	5	3	2	4	3	2	4	3	4	2	4	2	3	1	4	3	2
"830"	4	3	5	4	5	3	5	4	2	3	3	2	4	4	5	1	5	2	5	1	5	5	5	5	3	3	3	3	3	3	3	4	5	3	4	3	3	1	2	4	4	5	1	4	3	4	3	3	3	4	4	3	5	3
"831"	2	3	4	4	4	2	5	4	3	5	3	1	5	4	5	3	5	3	5	1	5	5	5	3	5	4	1	1	4	1	4	2	2	4	4	3	3	2	5	4	3	4	4	3	4	4	3	4	3	2	5	3	4	2
"832"	3	3	4	3	3	4	5	5	4	5	4	1	1	2	2	2	4	2	4	3	2	4	4	3	5	3	3	5	3	2	5	3	3	3	4	4	3	4	3	3	3	5	4	4	2	4	4	1	4	3	4	3	4	4
"833"	3	3	1	2	1	3	5	3	1	4	3	1	1	1	5	3	5	5	5	1	4	5	5	2	5	3	1	5	3	3	3	3	2	4	4	3	4	5	5	4	5	3	1	3	3	5	3	3	3	1	5	5	3	3
"834"	5	1	1	2	1	1	4	3	5	3	5	3	1	4	5	4	5	3	2	2	1	1	2	3	4	3	3	1	3	2	3	3	4	2	4	5	3	3	3	4	4	5	2	3	1	4	4	3	4	1	5	3	3	2
"835"	4	2	3	4	2	4	4	4	2	4	5	3	1	4	5	4	4	1	3	2	3	4	2	2	5	2	3	3	4	3	4	3	4	2	4	4	3	2	4	4	2	4	3	3	2	4	5	3	3	2	4	4	4	1
"836"	1	3	3	4	4	1	3	4	1	5	3	1	4	5	3	5	3	1	1	3	3	3	4	3	3	3	1	1	3	2	4	3	4	2	2	3	3	3	3	3	3	5	3	3	3	4	3	5	4	1	5	4	3	3
